oaColorName;publicationId;year;publisherId;publisherName;journalId;journalTitle
Closed;pub.1111580608;2019;pblshr.1000078;Elsevier;jour.1137341;International Journal of Adhesion and Adhesives
Closed;pub.1111595849;2019;pblshr.1000078;Elsevier;jour.1039601;Brain Stimulation
Closed;pub.1111596530;2019;pblshr.1000078;Elsevier;jour.1028262;Journal of Business Research
Closed;pub.1111597410;2019;pblshr.1000078;Elsevier;jour.1039601;Brain Stimulation
Bronze;pub.1111597852;2019;pblshr.1000311;Wiley;jour.1297475;Global Ecology and Biogeography
Hybrid;pub.1111598915;2019;pblshr.1000078;Elsevier;jour.1027235;Nuclear Physics A
Hybrid;pub.1111604855;2019;pblshr.1000341;Proceedings of the National Academy of Sciences;jour.1082971;Proceedings of the National Academy of Sciences
Closed;pub.1111605229;2019;pblshr.1000301;Taylor & Francis;jour.1045924;Journal of Wine Research
Closed;pub.1111607287;2019;pblshr.1000311;Wiley;jour.1004741;Journal of Animal Physiology and Animal Nutrition
Closed;pub.1111608188;2019;pblshr.1000297;Springer Nature;jour.1297403;The European Physical Journal Special Topics
Closed;pub.1111608900;2019;pblshr.1000078;Elsevier;jour.1033184;Heart Rhythm
Closed;pub.1111617346;2019;pblshr.1000078;Elsevier;jour.1029510;Agriculture Ecosystems & Environment
Gold;pub.1111617380;2019;pblshr.1001965;Frontiers;jour.1045166;Frontiers in Immunology
Closed;pub.1111621924;2019;pblshr.1000078;Elsevier;jour.1013552;Soil Biology and Biochemistry
Closed;pub.1111629209;2019;pblshr.1000301;Taylor & Francis;jour.1021122;International Journal of Social Research Methodology
Hybrid;pub.1111632298;2019;pblshr.1000292;Royal Society of Chemistry (RSC);jour.1358277;Soft Matter
Gold;pub.1111634105;2019;pblshr.1000297;Springer Nature;jour.1049394;The European Physical Journal C
Grün;pub.1111638583;2019;pblshr.1000016;American Physical Society (APS);jour.1320488;Physical Review B
Closed;pub.1111642448;2019;pblshr.1000301;Taylor & Francis;jour.1137417;The International Journal of Human Resource Management
Gold;pub.1111643445;2019;pblshr.1001968;MDPI;jour.1052228;Forests
Closed;pub.1111647468;2019;pblshr.1000078;Elsevier;jour.1027504;Journal of Rural Studies
Grün;pub.1111651330;2019;pblshr.1000263;Institute of Electrical and Electronics Engineers (IEEE);jour.1033569;IEEE Journal on Selected Areas in Communications
Closed;pub.1111653088;2019;pblshr.1000311;Wiley;jour.1132303;Global Change Biology
Closed;pub.1111656194;2019;pblshr.1000078;Elsevier;jour.1030586;The Lancet Neurology
Grün;pub.1111658612;2019;pblshr.1000297;Springer Nature;jour.1085476;Behavioral Ecology and Sociobiology
Gold;pub.1111660802;2019;pblshr.1000027;Association for Research in Vision and Ophthalmology (ARVO);jour.1086359;Investigative Ophthalmology & Visual Science
Closed;pub.1111669809;2019;pblshr.1000311;Wiley;jour.1092789;International Journal of Eating Disorders
Closed;pub.1111696228;2019;pblshr.1000374;De Gruyter;jour.1136998;tm - Technisches Messen
Closed;pub.1111706270;2019;pblshr.1000286;Oxford University Press (OUP);jour.1297444;FEMS Microbiology Ecology
Closed;pub.1111706886;2019;pblshr.1000179;SAGE Publications;jour.1140743;Conflict Management and Peace Science
Grün;pub.1111739216;2019;pblshr.1000286;Oxford University Press (OUP);jour.1270796;International Mathematics Research Notices
Gold;pub.1111748471;2019;pblshr.1001968;MDPI;jour.1046556;Sustainability
Gold;pub.1111752394;2019;pblshr.1001968;MDPI;jour.1047674;Pathogens
Gold;pub.1111752888;2019;pblshr.1002258;Pensoft Publishers;jour.1041131;ZooKeys
Closed;pub.1111754916;2019;pblshr.1000078;Elsevier;jour.1097961;Schizophrenia Research
Gold;pub.1111757514;2019;pblshr.1001968;MDPI;jour.1049675;Microorganisms
Closed;pub.1111758495;2019;pblshr.1000311;Wiley;jour.1049033;physica status solidi (b)
Gold;pub.1111758770;2019;pblshr.1000297;Springer Nature;jour.1359010;Forest Ecosystems
Closed;pub.1111759607;2019;pblshr.1000311;Wiley;jour.1297475;Global Ecology and Biogeography
Hybrid;pub.1111759967;2019;pblshr.1000078;Elsevier;jour.1052499;Ore Geology Reviews
Gold;pub.1111762373;2019;pblshr.1000297;Springer Nature;jour.1043282;Nature Communications
Closed;pub.1111766633;2019;pblshr.1000311;Wiley;jour.1093511;Journal of Clinical Apheresis
Gold;pub.1111767026;2019;pblshr.1001968;MDPI;jour.1044605;Genes
Closed;pub.1111768844;2019;pblshr.1000311;Wiley;jour.1137756;Soil Use and Management
Closed;pub.1111769124;2019;pblshr.1000311;Wiley;jour.1312252;European Journal of Inorganic Chemistry
Closed;pub.1111769162;2019;pblshr.1000301;Taylor & Francis;jour.1045885;Wood Material Science and Engineering
Hybrid;pub.1111770126;2019;pblshr.1000016;American Physical Society (APS);jour.1018277;Physical Review Letters
Gold;pub.1111771302;2019;pblshr.1001968;MDPI;jour.1044605;Genes
Hybrid;pub.1111772217;2019;pblshr.1000016;American Physical Society (APS);jour.1320496;Physical Review D
Closed;pub.1111775672;2019;pblshr.1000311;Wiley;jour.1035264;Journal of Vegetation Science
Closed;pub.1111775928;2019;pblshr.1000311;Wiley;jour.1143345;Journal of Business Logistics
Grün;pub.1111776814;2019;pblshr.1000341;Proceedings of the National Academy of Sciences;jour.1082971;Proceedings of the National Academy of Sciences
Gold;pub.1111778049;2019;pblshr.1000311;Wiley;jour.1045551;Ecology and Evolution
Gold;pub.1111782315;2019;pblshr.1000235;American Society for Microbiology;jour.1042492;mBio
Gold;pub.1111787670;2019;pblshr.1001665;Scientific Societies;jour.1287104;Phytobiomes Journal
Grün;pub.1111799377;2019;pblshr.1001665;Scientific Societies;jour.1007934;Plant Disease
Gold;pub.1111809645;2019;pblshr.1000317;AIP Publishing;jour.1052013;Structural Dynamics
Hybrid;pub.1111810091;2019;pblshr.1000286;Oxford University Press (OUP);jour.1082969;Journal of Molluscan Studies
Closed;pub.1111810896;2019;pblshr.1000276;Wolters Kluwer;jour.1013101;Stroke
Closed;pub.1111811054;2019;pblshr.1000276;Wolters Kluwer;jour.1013101;Stroke
Grün;pub.1111812677;2019;pblshr.1000179;SAGE Publications;jour.1313536;International Communication Gazette
Hybrid;pub.1111821935;2019;pblshr.1000013;American Geophysical Union (AGU);jour.1052082;Journal of Geophysical Research Earth Surface
Closed;pub.1111822059;2019;pblshr.1000078;Elsevier;jour.1077219;The Lancet
Gold;pub.1111823357;2019;pblshr.1000297;Springer Nature;jour.1319375;Communications Physics
Hybrid;pub.1111826321;2019;pblshr.1000311;Wiley;jour.1104001;Plant Cell & Environment
Closed;pub.1111827192;2019;pblshr.1000316;American Chemical Society (ACS);jour.1038386;The Journal of Physical Chemistry C
Gold;pub.1111828939;2019;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Closed;pub.1111829207;2019;pblshr.1000078;Elsevier;jour.1137560;European Management Journal
Gold;pub.1111829486;2019;pblshr.1003285;Ubiquity Press;jour.1320087;Glossa a journal of general linguistics
Closed;pub.1111831509;2019;pblshr.1000311;Wiley;jour.1114579;Chemistry - A European Journal
Gold;pub.1111832890;2019;pblshr.1000340;Public Library of Science (PLoS);jour.1037994;PLoS Neglected Tropical Diseases
Closed;pub.1111836208;2019;pblshr.1000194;Thieme;jour.1046652;Journal of Neurological Surgery Part A Central European Neurosurgery
Closed;pub.1111837848;2019;pblshr.1000297;Springer Nature;jour.1036007;Tree Genetics & Genomes
Closed;pub.1111839802;2019;pblshr.1000078;Elsevier;jour.1030151;Forest Ecology and Management
Closed;pub.1111841760;2019;pblshr.1000297;Springer Nature;jour.1135931;European Journal of Wood and Wood Products
Closed;pub.1111893914;2019;pblshr.1000297;Springer Nature;jour.1090096;Neurosurgical Review
Closed;pub.1111894077;2019;pblshr.1000297;Springer Nature;jour.1047968;Hydrogeology Journal
Closed;pub.1111899558;2019;pblshr.1000374;De Gruyter;jour.1024662;Historische Zeitschrift
Gold;pub.1111901095;2019;pblshr.1001965;Frontiers;jour.1044353;Frontiers in Psychiatry
Hybrid;pub.1111903974;2019;pblshr.1000311;Wiley;jour.1035264;Journal of Vegetation Science
Gold;pub.1111905621;2019;pblshr.1000078;Elsevier;jour.1094748;Physics Letters B
Closed;pub.1111905862;2019;pblshr.1000316;American Chemical Society (ACS);jour.1038386;The Journal of Physical Chemistry C
Grün;pub.1111906897;2019;pblshr.1000311;Wiley;jour.1020183;Scandinavian Journal of Statistics
Grün;pub.1111908989;2019;pblshr.1000316;American Chemical Society (ACS);jour.1028316;Nano Letters
Gold;pub.1111909014;2019;pblshr.1000297;Springer Nature;jour.1023786;BMC Bioinformatics
Grün;pub.1111909702;2019;pblshr.1003145;Copernicus Publications;jour.1138595;Geoscientific Model Development Discussions
Gold;pub.1111910538;2019;pblshr.1000297;Springer Nature;jour.1023786;BMC Bioinformatics
Gold;pub.1111911294;2019;pblshr.1000311;Wiley;jour.1045551;Ecology and Evolution
Closed;pub.1111912616;2019;pblshr.1000311;Wiley;jour.1097836;Rapid Communications in Mass Spectrometry
Closed;pub.1111914160;2019;pblshr.1000078;Elsevier;jour.1137223;Computer Networks
Gold;pub.1111915159;2019;pblshr.1000297;Springer Nature;jour.1045337;Scientific Reports
Gold;pub.1111915632;2019;pblshr.1000297;Springer Nature;jour.1045337;Scientific Reports
Hybrid;pub.1111919281;2019;pblshr.1000297;Springer Nature;jour.1038436;The ISME Journal
Closed;pub.1111924014;2019;pblshr.1007149;Mineralogical Society;jour.1026102;Clay Minerals
Grün;pub.1111936243;2019;pblshr.1000056;Cambridge University Press (CUP);jour.1120679;Environmental Conservation
Bronze;pub.1111936500;2019;pblshr.1000297;Springer Nature;jour.1136037;Asian Business & Management
Closed;pub.1111936579;2018;pblshr.1000067;CSIRO Publishing;jour.1000258;Australian Journal of Botany
Closed;pub.1111936742;2019;pblshr.1000286;Oxford University Press (OUP);jour.1126669;Journal of Experimental Botany
Closed;pub.1111949313;2019;pblshr.1000297;Springer Nature;jour.1040667;European Journal of Forest Research
Closed;pub.1111949314;2019;pblshr.1000297;Springer Nature;jour.1040667;European Journal of Forest Research
Closed;pub.1111952662;2019;pblshr.1000329;International Union of Crystallography (IUCr);jour.1012038;Acta Crystallographica Section A: Foundations and advances
Gold;pub.1111953729;2019;pblshr.1000297;Springer Nature;jour.1049394;The European Physical Journal C
Gold;pub.1111956153;2019;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Gold;pub.1111964280;2019;pblshr.1002258;Pensoft Publishers;jour.1041131;ZooKeys
Grün;pub.1111975125;2019;pblshr.1000078;Elsevier;jour.1049035;The Journal of the Economics of Ageing
Closed;pub.1111978091;2019;pblshr.1000079;EMBO;jour.1093201;The EMBO Journal
Closed;pub.1111979582;2019;pblshr.1000311;Wiley;jour.1092363;Macromolecular Chemistry and Physics
Grün;pub.1111979810;2019;pblshr.1000316;American Chemical Society (ACS);jour.1021332;Organic Letters
Hybrid;pub.1111983198;2019;pblshr.1000078;Elsevier;jour.1327377;Artificial Intelligence
Hybrid;pub.1111985183;2019;pblshr.1000016;American Physical Society (APS);jour.1320496;Physical Review D
Gold;pub.1111989027;2016;pblshr.1000179;SAGE Publications;jour.1028156;Journal of Current Chinese Affairs
Gold;pub.1111989029;2016;pblshr.1000179;SAGE Publications;jour.1028156;Journal of Current Chinese Affairs
Gold;pub.1111993328;2019;pblshr.1000414;Genetics Society of America;jour.1045560;G3: Genes, Genomes, Genetics
Gold;pub.1111993329;2019;pblshr.1000414;Genetics Society of America;jour.1045560;G3: Genes, Genomes, Genetics
Gold;pub.1112014597;2019;pblshr.1000078;Elsevier;jour.1050655;MethodsX
Grün;pub.1112017567;2019;pblshr.1000078;Elsevier;jour.1137086;Journal of Volcanology and Geothermal Research
Gold;pub.1112017689;2019;pblshr.1000078;Elsevier;jour.1151995;Digital Communications and Networks
Closed;pub.1112018711;2019;pblshr.1000311;Wiley;jour.1020344;Journal of Biogeography
Closed;pub.1112023411;2019;pblshr.1000297;Springer Nature;jour.1034834;Annals of Forest Science
Closed;pub.1112024058;2019;pblshr.1000297;Springer Nature;jour.1275087;Zeitschrift für Literaturwissenschaft und Linguistik
Closed;pub.1112025703;2019;pblshr.1000301;Taylor & Francis;jour.1023212;International Journal of Acarology
Gold;pub.1112028740;2019;pblshr.1000239;BMJ;jour.1053749;BMJ Global Health
Closed;pub.1112041228;2019;pblshr.1000078;Elsevier;jour.1090688;Evolution and Human Behavior
Closed;pub.1112045612;2019;pblshr.1000297;Springer Nature;jour.1126765;National Academy Science Letters
Closed;pub.1112046493;2019;pblshr.1000179;SAGE Publications;jour.1140253;Young
Closed;pub.1112058724;2019;pblshr.1000297;Springer Nature;jour.1284474;Nature Ecology & Evolution
Closed;pub.1112059892;2019;pblshr.1000311;Wiley;jour.1041908;Boreas
Closed;pub.1112061680;2019;pblshr.1000297;Springer Nature;jour.1038436;The ISME Journal
Closed;pub.1112062559;2019;pblshr.1000297;Springer Nature;jour.1046155;Medizinische Klinik - Intensivmedizin und Notfallmedizin
Closed;pub.1112062896;2019;pblshr.1000311;Wiley;jour.1023179;Angewandte Chemie
Gold;pub.1112063235;2019;pblshr.1001965;Frontiers;jour.1052367;Frontiers in Veterinary Science
Closed;pub.1112064000;2019;pblshr.1000078;Elsevier;jour.1049404;Agricultural and Forest Meteorology
Gold;pub.1112064101;2019;pblshr.1001965;Frontiers;jour.1044458;Frontiers in Microbiology
Grün;pub.1112065063;2019;pblshr.1000301;Taylor & Francis;jour.1138962;Policy Studies
Closed;pub.1112066559;2019;pblshr.1000301;Taylor & Francis;jour.1120274;American Mathematical Monthly
Gold;pub.1112070537;2019;pblshr.1000297;Springer Nature;jour.1049394;The European Physical Journal C
Hybrid;pub.1112071656;2019;pblshr.1000078;Elsevier;jour.1327410;Ecological Economics
Grün;pub.1112071769;2019;pblshr.1000341;Proceedings of the National Academy of Sciences;jour.1082971;Proceedings of the National Academy of Sciences
Closed;pub.1112072817;2019;pblshr.1000311;Wiley;jour.1017044;Angewandte Chemie International Edition
Grün;pub.1112073590;2019;pblshr.1000235;American Society for Microbiology;jour.1077137;Journal of Bacteriology
Closed;pub.1112074973;2019;pblshr.1000297;Springer Nature;jour.1128750;Biodiversity and Conservation
Closed;pub.1112087339;2019;pblshr.1000078;Elsevier;jour.1136894;Biochimica et Biophysica Acta (BBA) - Biomembranes
Closed;pub.1112088692;2019;pblshr.1000078;Elsevier;jour.1312244;Small Ruminant Research
Grün;pub.1112092244;2019;pblshr.1003145;Copernicus Publications;jour.1034557;Biogeosciences Discussions
Gold;pub.1112092722;2019;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Closed;pub.1112092737;2019;pblshr.1000297;Springer Nature;jour.1126575;Plant and Soil
Closed;pub.1112094769;2019;pblshr.1001881;Geological Society of London;jour.1026123;Journal of the Geological Society
Closed;pub.1112094982;2019;pblshr.1000078;Elsevier;jour.1137268;Catena
Hybrid;pub.1112095065;2019;pblshr.1000311;Wiley;jour.1126647;New Phytologist
Gold;pub.1112097426;2019;pblshr.1000414;Genetics Society of America;jour.1045560;G3: Genes, Genomes, Genetics
Closed;pub.1112110035;2019;pblshr.1002673;European Mathematical Society Publishing House;jour.1139849;Journal of the European Mathematical Society
Closed;pub.1112113122;2019;pblshr.1000297;Springer Nature;jour.1043738;Landscape Ecology
Closed;pub.1112113416;2019;pblshr.1000297;Springer Nature;jour.1034834;Annals of Forest Science
Closed;pub.1112113932;2019;pblshr.1000078;Elsevier;jour.1140654;Journal of Archaeological Science Reports
Closed;pub.1112114073;2019;pblshr.1000078;Elsevier;jour.1036173;Journal of Veterinary Behavior
Gold;pub.1112118305;2019;pblshr.1000297;Springer Nature;jour.1049394;The European Physical Journal C
Gold;pub.1112119173;2019;pblshr.1000297;Springer Nature;jour.1046232;Clinical and Translational Allergy
Gold;pub.1112130936;2019;pblshr.1001965;Frontiers;jour.1045668;Frontiers in Plant Science
Bronze;pub.1112136294;2019;pblshr.1001747;American Dairy Science Association;jour.1077143;Journal of Dairy Science
Grün;pub.1112136620;2019;pblshr.1000311;Wiley;jour.1046085;Journal of Time Series Analysis
Closed;pub.1112136971;2019;pblshr.1000311;Wiley;jour.1137496;Geological Journal
Bronze;pub.1112141688;2019;pblshr.1000297;Springer Nature;jour.1091511;International Journal of Primatology
Closed;pub.1112143371;2019;pblshr.1000301;Taylor & Francis;jour.1122903;The Journal of Development Studies
Closed;pub.1112152381;2019;pblshr.1000374;De Gruyter;jour.1017076;Biologia
Gold;pub.1112158283;2019;pblshr.1000297;Springer Nature;jour.1052482;Journal of High Energy Physics
Closed;pub.1112158735;2019;pblshr.1000297;Springer Nature;jour.1043392;TEST
Closed;pub.1112158740;2019;pblshr.1000297;Springer Nature;jour.1043392;TEST
Closed;pub.1112160054;2019;pblshr.1000078;Elsevier;jour.1017078;Biophysical Journal
Closed;pub.1112162613;2019;pblshr.1000078;Elsevier;jour.1017078;Biophysical Journal
Closed;pub.1112165369;2019;pblshr.1000013;American Geophysical Union (AGU);jour.1049048;Journal of Geophysical Research Biogeosciences
Closed;pub.1112193240;2019;pblshr.1000078;Elsevier;jour.1103053;NeuroImage
Closed;pub.1112194167;2019;pblshr.1000078;Elsevier;jour.1049404;Agricultural and Forest Meteorology
Closed;pub.1112194313;2019;pblshr.1000078;Elsevier;jour.1137923;Journal of Network and Computer Applications
Closed;pub.1112200365;2019;pblshr.1000078;Elsevier;jour.1122429;Journal of Arid Environments
Bronze;pub.1112201218;2019;pblshr.1003145;Copernicus Publications;jour.1049386;Atmospheric Measurement Techniques Discussions
Closed;pub.1112201841;2019;pblshr.1000078;Elsevier;jour.1090688;Evolution and Human Behavior
Closed;pub.1112212373;2019;pblshr.1000301;Taylor & Francis;jour.1122771;International Journal of Remote Sensing
Closed;pub.1112212747;2019;pblshr.1000078;Elsevier;jour.1085749;Environmental and Experimental Botany
Closed;pub.1112213678;2019;pblshr.1000311;Wiley;jour.1040295;Functional Ecology
Bronze;pub.1112214675;2019;pblshr.1000311;Wiley;jour.1137771;Social Anthropology
Closed;pub.1112216481;2019;pblshr.1000078;Elsevier;jour.1013552;Soil Biology and Biochemistry
Gold;pub.1112218323;2019;pblshr.1000013;American Geophysical Union (AGU);jour.1141598;Journal of Advances in Modeling Earth Systems
Closed;pub.1112219420;2019;pblshr.1000311;Wiley;jour.1297475;Global Ecology and Biogeography
Gold;pub.1112221769;2019;pblshr.1000311;Wiley;jour.1052536;ESC Heart Failure
Gold;pub.1112224566;2019;pblshr.1000311;Wiley;jour.1047660;Ecosphere
Closed;pub.1112224915;2019;pblshr.1000078;Elsevier;jour.1026116;Earth and Planetary Science Letters
Gold;pub.1112226553;2019;pblshr.1000297;Springer Nature;jour.1045337;Scientific Reports
Closed;pub.1112226662;2019;pblshr.1000311;Wiley;jour.1048088;Journal of Applied Econometrics
Gold;pub.1112228285;2019;pblshr.1000291;Rockefeller University Press;jour.1017735;The Journal of Cell Biology
Closed;pub.1112231063;2019;pblshr.1000013;American Geophysical Union (AGU);jour.1137407;Tectonics
Closed;pub.1112260088;2019;pblshr.1000297;Springer Nature;jour.1016443;Basic Research in Cardiology
Closed;pub.1112261842;2019;pblshr.1000297;Springer Nature;jour.1041725;Vegetation History and Archaeobotany
Hybrid;pub.1112265130;2019;pblshr.1000016;American Physical Society (APS);jour.1320496;Physical Review D
Hybrid;pub.1112265134;2019;pblshr.1000016;American Physical Society (APS);jour.1320496;Physical Review D
Closed;pub.1112265660;2018;pblshr.1000137;Pleiades Publishing;jour.1015224;Russian Journal of Ecology
Gold;pub.1112278572;2019;pblshr.1001965;Frontiers;jour.1045668;Frontiers in Plant Science
Closed;pub.1112281888;2019;pblshr.1000311;Wiley;jour.1294875;Catheterization and Cardiovascular Interventions
Closed;pub.1112284069;2019;pblshr.1000078;Elsevier;jour.1023462;Computational Statistics & Data Analysis
Closed;pub.1112285769;2019;pblshr.1000316;American Chemical Society (ACS);jour.1016709;Macromolecules
Hybrid;pub.1112288858;2019;pblshr.1000016;American Physical Society (APS);jour.1018277;Physical Review Letters
Gold;pub.1112291902;2019;pblshr.1000179;SAGE Publications;jour.1033656;International Journal of Qualitative Methods
Closed;pub.1112305340;2019;pblshr.1000297;Springer Nature;jour.1128750;Biodiversity and Conservation
Closed;pub.1112307191;2019;pblshr.1000078;Elsevier;jour.1031716;Meat Science
Bronze;pub.1112312661;2019;pblshr.1000286;Oxford University Press (OUP);jour.1018580;Journal of Nutrition
Closed;pub.1112312855;2019;pblshr.1000276;Wolters Kluwer;jour.1055294;Anesthesiology
Gold;pub.1112313192;2019;pblshr.1000263;Institute of Electrical and Electronics Engineers (IEEE);jour.1050631;IEEE Access
Closed;pub.1112313611;2019;pblshr.1000311;Wiley;jour.1040295;Functional Ecology
Grün;pub.1112315210;2019;pblshr.1000022;Annual Reviews;jour.1297385;Annual Review of Materials Research
Gold;pub.1112315618;2019;pblshr.1000297;Springer Nature;jour.1028425;BMC Ecology
Gold;pub.1112332071;2018;pblshr.1000050;Brill Academic Publishers;jour.1143368;Scrinium
Closed;pub.1112336009;2018;pblshr.1000050;Brill Academic Publishers;jour.1140493;International Criminal Law Review
Closed;pub.1112336322;2018;pblshr.1000050;Brill Academic Publishers;jour.1140003;Dead Sea Discoveries
Grün;pub.1112351393;2018;pblshr.1000078;Elsevier;jour.1138740;Nuclear and Particle Physics Proceedings
Closed;pub.1112358115;2019;pblshr.1000078;Elsevier;jour.1013552;Soil Biology and Biochemistry
Hybrid;pub.1112365014;2019;pblshr.1000292;Royal Society of Chemistry (RSC);jour.1100826;Physical Chemistry Chemical Physics
Grün;pub.1112366112;2019;pblshr.1000297;Springer Nature;jour.1284474;Nature Ecology & Evolution
Gold;pub.1112366665;2019;pblshr.1001965;Frontiers;jour.1045144;Frontiers in Genetics
Gold;pub.1112368293;2019;pblshr.1000286;Oxford University Press (OUP);jour.1018982;Nucleic Acids Research
Gold;pub.1112381742;2019;pblshr.1001968;MDPI;jour.1047670;Plants
Gold;pub.1112382477;2019;pblshr.1001968;MDPI;jour.1041668;Viruses
Gold;pub.1112383519;2019;pblshr.1001965;Frontiers;jour.1144570;Frontiers in Earth Science
Closed;pub.1112383938;2019;pblshr.1000078;Elsevier;jour.1031000;Field Crops Research
Closed;pub.1112385231;2019;pblshr.1000297;Springer Nature;jour.1023155;Trees
Closed;pub.1112387950;2019;pblshr.1000297;Springer Nature;jour.1051176;Topoi
Closed;pub.1112390905;2019;pblshr.1000297;Springer Nature;jour.1083533;Applied Microbiology and Biotechnology
Gold;pub.1112391203;2019;pblshr.1001965;Frontiers;jour.1044458;Frontiers in Microbiology
Closed;pub.1112392261;2019;pblshr.1000316;American Chemical Society (ACS);jour.1038917;ACS Nano
Hybrid;pub.1112392784;2019;pblshr.1000078;Elsevier;jour.1284414;Ophthalmology Retina
Gold;pub.1112393505;2019;pblshr.1001965;Frontiers;jour.1051073;Frontiers in Medicine
Hybrid;pub.1112394086;2019;pblshr.1000016;American Physical Society (APS);jour.1018277;Physical Review Letters
Closed;pub.1112394465;2019;pblshr.1000297;Springer Nature;jour.1126575;Plant and Soil
Closed;pub.1112397929;2019;pblshr.1000078;Elsevier;jour.1084718;Ultramicroscopy
Bronze;pub.1112399214;2016;pblshr.1000179;SAGE Publications;jour.1040219;Natural Product Communications
Hybrid;pub.1112420794;2019;pblshr.1000179;SAGE Publications;jour.1141210;Arts and Humanities in Higher Education
Closed;pub.1112424927;2019;pblshr.1000374;De Gruyter;jour.1137205;Beiträge zur Geschichte der deutschen Sprache und Literatur (PBB)
Gold;pub.1112435511;2019;pblshr.1000297;Springer Nature;jour.1045337;Scientific Reports
Closed;pub.1112436006;2019;pblshr.1000050;Brill Academic Publishers;jour.1148773;International Labor Rights Case Law
Closed;pub.1112437481;2019;pblshr.1000078;Elsevier;jour.1023506;Applied Soil Ecology
Closed;pub.1112437742;2019;pblshr.1000239;BMJ;jour.1077125;Gut
Closed;pub.1112441378;2019;pblshr.1000311;Wiley;jour.1126634;Limnology and Oceanography
Gold;pub.1112441522;2019;pblshr.1001968;MDPI;jour.1050177;Land
Grün;pub.1112444622;2019;pblshr.1000317;AIP Publishing;jour.1319923;Physics of Fluids
Grün;pub.1112444675;2019;pblshr.1000266;IOP Publishing;jour.1032808;Inverse Problems
Closed;pub.1112457665;2019;pblshr.1000078;Elsevier;jour.1031716;Meat Science
Grün;pub.1112463589;2019;pblshr.1000311;Wiley;jour.1138030;Agribusiness
Grün;pub.1112464998;2019;pblshr.1000311;Wiley;jour.1327477;Wiley Interdisciplinary Reviews Cognitive Science
Gold;pub.1112465382;2019;pblshr.1001965;Frontiers;jour.1049812;Frontiers in Chemistry
Closed;pub.1112468085;2019;pblshr.1000078;Elsevier;jour.1027504;Journal of Rural Studies
Grün;pub.1112468719;2019;pblshr.1000301;Taylor & Francis;jour.1141771;Critical Policy Studies
Gold;pub.1112470061;2019;pblshr.1001968;MDPI;jour.1051378;Journal of Cardiovascular Development and Disease
Closed;pub.1112470204;2019;pblshr.1000078;Elsevier;jour.1035876;Geoderma
Gold;pub.1112470516;2019;pblshr.1000340;Public Library of Science (PLoS);jour.1034427;PLoS Medicine
Closed;pub.1112471371;2019;pblshr.1000078;Elsevier;jour.1031884;Economics & Human Biology
Gold;pub.1112475661;2019;pblshr.1003145;Copernicus Publications;jour.1146931;Journal of Sensors and Sensor Systems
Grün;pub.1112478468;2019;pblshr.1000286;Oxford University Press (OUP);jour.1022968;Monthly Notices of the Royal Astronomical Society
Closed;pub.1112484770;2019;pblshr.1010602;Mineralogical Society of America;jour.1023135;American Mineralogist
Closed;pub.1112503043;2019;pblshr.1000297;Springer Nature;jour.1126575;Plant and Soil
Closed;pub.1112504369;2019;pblshr.1000078;Elsevier;jour.1013552;Soil Biology and Biochemistry
Closed;pub.1112506652;2019;pblshr.1000078;Elsevier;jour.1093746;Journal of the American College of Cardiology
Gold;pub.1112506662;2019;pblshr.1000098;Hindawi;jour.1030767;Archaea
Gold;pub.1112509927;2019;pblshr.1000297;Springer Nature;jour.1045337;Scientific Reports
Hybrid;pub.1112513871;2019;pblshr.1000297;Springer Nature;jour.1081642;Journal of Mathematical Biology
Closed;pub.1112521151;2019;pblshr.1000078;Elsevier;jour.1031716;Meat Science
Closed;pub.1112527041;2019;pblshr.1000155;Canadian Science Publishing;jour.1126653;Canadian Journal of Forest Research
Gold;pub.1112527739;2019;pblshr.1000297;Springer Nature;jour.1048878;Microbiome
Bronze;pub.1112538136;2019;pblshr.1003145;Copernicus Publications;jour.1297757;Solid Earth (SE)
Closed;pub.1112539584;2019;pblshr.1000311;Wiley;jour.1023179;Angewandte Chemie
Closed;pub.1112539595;2019;pblshr.1000311;Wiley;jour.1017044;Angewandte Chemie International Edition
Bronze;pub.1112541000;2019;pblshr.1000297;Springer Nature;jour.1041191;International Journal of Computer Assisted Radiology and Surgery
Closed;pub.1112541659;2019;pblshr.1000078;Elsevier;jour.1137268;Catena
Closed;pub.1112542922;2019;pblshr.1000078;Elsevier;jour.1045931;Remote Sensing of Environment
Grün;pub.1112543675;2019;pblshr.1000316;American Chemical Society (ACS);jour.1028316;Nano Letters
Grün;pub.1112543846;2019;pblshr.1000297;Springer Nature;jour.1099176;Neuropsychopharmacology
Grün;pub.1112544542;2019;pblshr.1000317;AIP Publishing;jour.1017736;The Journal of Chemical Physics
Gold;pub.1112562484;2015;pblshr.1003595;VM Media SP. zo.o VM Group SK;jour.1017611;Folia Morphologica
Hybrid;pub.1112573223;2019;pblshr.1000311;Wiley;jour.1023179;Angewandte Chemie
Gold;pub.1112573292;2019;pblshr.1000297;Springer Nature;jour.1045337;Scientific Reports
Gold;pub.1112575904;2019;pblshr.1000297;Springer Nature;jour.1045337;Scientific Reports
