oaColorName;publicationId;year;publisherId;publisherName;journalId;journalTitle
Closed;pub.1025822619;2015;pblshr.1000078;Elsevier;jour.1099159;Cellular Signalling
Gold;pub.1025837729;2016;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Closed;pub.1025855552;2015;pblshr.1000078;Elsevier;jour.1091979;Neurobiology of Aging
Bronze;pub.1025866508;2016;pblshr.1000086;FASEB;jour.1017429;The FASEB Journal
Hybrid;pub.1025884413;2015;pblshr.1000266;IOP Publishing;jour.1054347;Journal of Physics D
Closed;pub.1025964051;2015;pblshr.1000311;Wiley;jour.1105433;Human Brain Mapping
Bronze;pub.1026022179;2016;pblshr.1000078;Elsevier;jour.1327373;Biochimica et Biophysica Acta (BBA) - Lipids and Lipid Metabolism
Hybrid;pub.1026048384;2016;pblshr.1000286;Oxford University Press (OUP);jour.1017305;Brain
Gold;pub.1026127107;2015;pblshr.1000297;Springer Nature;jour.1024942;BMC Gastroenterology
Closed;pub.1026142387;2016;pblshr.1000311;Wiley;jour.1040526;Drug Testing and Analysis
Gold;pub.1026151002;2016;pblshr.1000098;Hindawi;jour.1046957;Case Reports in Rheumatology
Gold;pub.1026158579;2015;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Grün;pub.1026245066;2017;pblshr.1000081;European Respiratory Society (ERS);jour.1097884;European Respiratory Journal
Closed;pub.1026247854;2015;pblshr.1000311;Wiley;jour.1086647;Journal of Medical Virology
Gold;pub.1026288619;2016;pblshr.1001968;MDPI;jour.1028874;International Journal of Molecular Sciences
Gold;pub.1026321918;2015;pblshr.1000297;Springer Nature;jour.1035295;Behavioral and Brain Functions
Gold;pub.1026356705;2016;pblshr.1000098;Hindawi;jour.1047896;BioMed Research International
Grün;pub.1026357012;2017;pblshr.1000301;Taylor & Francis;jour.1029371;The World Journal of Biological Psychiatry
Grün;pub.1026401359;2016;pblshr.1000311;Wiley;jour.1327772;Protein Science
Grün;pub.1026419777;2016;pblshr.1007437;IOS Press;jour.1045614;Journal of Parkinson's Disease
Closed;pub.1026441872;2015;pblshr.1000311;Wiley;jour.1017574;Cancer
Closed;pub.1026582929;2015;pblshr.1000078;Elsevier;jour.1017752;Journal of the Neurological Sciences
Closed;pub.1026589562;2017;pblshr.1000297;Springer Nature;jour.1136308;Der MKG-Chirurg
Bronze;pub.1026664430;2015;pblshr.1000286;Oxford University Press (OUP);jour.1102504;Human Molecular Genetics
Closed;pub.1026691715;2017;pblshr.1000297;Springer Nature;jour.1104512;Knee Surgery, Sports Traumatology, Arthroscopy
Gold;pub.1026776611;2016;pblshr.1000301;Taylor & Francis;jour.1043539;International Journal of Women's Health
Gold;pub.1026799770;2016;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Grün;pub.1026838790;2015;pblshr.1000286;Oxford University Press (OUP);jour.1327770;Cerebral Cortex
Closed;pub.1026868708;2016;pblshr.1000311;Wiley;jour.1021044;European Journal of Heart Failure
Closed;pub.1026935143;2016;pblshr.1000286;Oxford University Press (OUP);jour.1020804;EP Europace
Grün;pub.1027072370;2016;pblshr.1000237;The Company of Biologists;jour.1096849;Development
Gold;pub.1027116694;2015;pblshr.1000078;Elsevier;jour.1047740;NeuroImage Clinical
Grün;pub.1027124095;2016;pblshr.1000341;Proceedings of the National Academy of Sciences;jour.1082971;Proceedings of the National Academy of Sciences
Gold;pub.1027135252;2016;pblshr.1001965;Frontiers;jour.1044598;Frontiers in Psychology
Gold;pub.1027142580;2015;pblshr.1000078;Elsevier;jour.1049599;New Microbes and New Infections
Closed;pub.1027156614;2015;pblshr.1000297;Springer Nature;jour.1014525;Journal of Neurology
Closed;pub.1027172511;2016;pblshr.1000078;Elsevier;jour.1091177;Behavioural Brain Research
Hybrid;pub.1027403300;2015;pblshr.1000016;American Physical Society (APS);jour.1320496;Physical Review D
Closed;pub.1027420732;2015;pblshr.1000311;Wiley;jour.1103130;Brain Pathology
Closed;pub.1027466124;2015;pblshr.1007437;IOS Press;jour.1119070;Journal of Alzheimer's Disease
Gold;pub.1027649913;2016;pblshr.1001965;Frontiers;jour.1327448;Frontiers in Neuroscience
Closed;pub.1027654845;2015;pblshr.1000078;Elsevier;jour.1017752;Journal of the Neurological Sciences
Gold;pub.1027670310;2015;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Gold;pub.1027764243;2015;pblshr.1000297;Springer Nature;jour.1028429;BMC Medical Education
Gold;pub.1027771108;2016;pblshr.1004374;eLife;jour.1046517;eLife
Closed;pub.1027827324;2015;pblshr.1000179;SAGE Publications;jour.1113779;Asian Cardiovascular and Thoracic Annals
Unbekannt;pub.1027843586;2015;;;jour.1358131;GMS German Medical Science
Gold;pub.1027900078;2015;pblshr.1000297;Springer Nature;jour.1040124;Genome Medicine
Closed;pub.1027933868;2015;pblshr.1000311;Wiley;jour.1054998;European Journal of Immunology
Grün;pub.1028013304;2016;pblshr.1000311;Wiley;jour.1103013;CNS Neuroscience & Therapeutics
Closed;pub.1028017714;2017;pblshr.1000297;Springer Nature;jour.1092852;Cellular and Molecular Neurobiology
Gold;pub.1028023103;2015;pblshr.1000297;Springer Nature;jour.1042939;Cell Death & Disease
Bronze;pub.1028073917;2015;pblshr.1000078;Elsevier;jour.1034535;Cell Metabolism
Closed;pub.1028156519;2016;pblshr.1000276;Wolters Kluwer;jour.1090568;American Journal of Dermatopathology
Gold;pub.1028163045;2017;pblshr.1007892;Impact Journals, LLC;jour.1043645;Oncotarget
Closed;pub.1028165157;2017;pblshr.1000297;Springer Nature;jour.1088396;Journal of Endocrinological Investigation
Gold;pub.1028234374;2015;pblshr.1000098;Hindawi;jour.1045986;Case Reports in Dentistry
Closed;pub.1028371125;2017;pblshr.1000311;Wiley;jour.1002332;Journal of Heterocyclic Chemistry
Gold;pub.1028471010;2016;pblshr.1000297;Springer Nature;jour.1024940;BMC Medical Research Methodology
Grün;pub.1028519810;2016;pblshr.1000311;Wiley;jour.1358156;International Journal of Cancer
Hybrid;pub.1028521454;2017;pblshr.1000078;Elsevier;jour.1044928;Communications in Nonlinear Science and Numerical Simulation
Gold;pub.1028569155;2016;pblshr.1007892;Impact Journals, LLC;jour.1043645;Oncotarget
Gold;pub.1028630360;2016;pblshr.1000078;Elsevier;jour.1039049;Stem Cell Research
Closed;pub.1028648150;2015;pblshr.1000311;Wiley;jour.1006195;Journal of Periodontal Research
Grün;pub.1028762078;2016;pblshr.1000078;Elsevier;jour.1115742;Musculoskeletal Science and Practice
Closed;pub.1028771227;2016;pblshr.1000078;Elsevier;jour.1055382;Clinica Chimica Acta
Grün;pub.1028888792;2015;pblshr.1000393;Society for Neuroscience;jour.1092210;Journal of Neuroscience
Grün;pub.1028960282;2016;pblshr.1000311;Wiley;jour.1087600;Muscle & Nerve
Closed;pub.1028969351;2017;pblshr.1000078;Elsevier;jour.1034467;Alzheimer's & Dementia
Gold;pub.1028989232;2016;pblshr.1000297;Springer Nature;jour.1045337;Scientific Reports
Gold;pub.1029023256;2015;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Closed;pub.1029032581;2015;pblshr.1000078;Elsevier;jour.1056681;Journal of Clinical Epidemiology
Grün;pub.1029059797;2015;pblshr.1000311;Wiley;jour.1094974;Genetic Epidemiology
Gold;pub.1029085146;2016;pblshr.1001965;Frontiers;jour.1044598;Frontiers in Psychology
Closed;pub.1029178544;2015;pblshr.1000078;Elsevier;jour.1115742;Musculoskeletal Science and Practice
Closed;pub.1029208741;2017;pblshr.1007437;IOS Press;jour.1104500;Technology and Health Care
Closed;pub.1029247585;2016;pblshr.1000078;Elsevier;jour.1024230;Pancreatology
Hybrid;pub.1029254777;2016;pblshr.1000297;Springer Nature;jour.1004729;European Archives of Psychiatry and Clinical Neuroscience
Hybrid;pub.1029276301;2016;pblshr.1000078;Elsevier;jour.1009788;Journal of Electrocardiology
Gold;pub.1029324206;2017;pblshr.1007892;Impact Journals, LLC;jour.1043645;Oncotarget
Closed;pub.1029433180;2016;pblshr.1000311;Wiley;jour.1077197;Journal of Neurochemistry
Closed;pub.1029619446;2016;pblshr.1000078;Elsevier;jour.1005861;Respiratory Physiology & Neurobiology
Closed;pub.1029639212;2016;pblshr.1000297;Springer Nature;jour.1297401;European Journal of Nuclear Medicine and Molecular Imaging
Gold;pub.1029654961;2015;pblshr.1000374;De Gruyter;jour.1076943;Folia Medica
Gold;pub.1029674739;2015;pblshr.1000286;Oxford University Press (OUP);jour.1018982;Nucleic Acids Research
Gold;pub.1029736137;2016;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Grün;pub.1029738464;2016;pblshr.1000297;Springer Nature;jour.1115540;Molecular Psychiatry
Closed;pub.1029766749;2016;pblshr.1000311;Wiley;jour.1116810;Therapeutic Apheresis and Dialysis
Grün;pub.1029853974;2016;pblshr.1000078;Elsevier;jour.1017012;The American Journal of Human Genetics
Gold;pub.1030021358;2016;pblshr.1004374;eLife;jour.1046517;eLife
Closed;pub.1030045479;2016;pblshr.1000311;Wiley;jour.1103313;Experimental Dermatology
Closed;pub.1030059110;2016;pblshr.1000078;Elsevier;jour.1101410;Journal of Electromyography and Kinesiology
Grün;pub.1030152461;2016;pblshr.1000297;Springer Nature;jour.1099176;Neuropsychopharmacology
Closed;pub.1030176523;2015;pblshr.1000078;Elsevier;jour.1092659;Journal of Neuroimmunology
Closed;pub.1030242523;2016;pblshr.1000311;Wiley;jour.1098945;Head & Neck
Gold;pub.1030295574;2016;pblshr.1000297;Springer Nature;jour.1052270;Cell Death Discovery
Closed;pub.1030343463;2015;pblshr.1000297;Springer Nature;jour.1055404;Neuroradiology
Gold;pub.1030397004;2016;pblshr.1004443;PeerJ;jour.1136887;PeerJ
Closed;pub.1030425794;2015;pblshr.1000078;Elsevier;jour.1017825;Journal of Psychiatric Research
Closed;pub.1030447536;2015;pblshr.1000311;Wiley;jour.1100388;Genes Chromosomes and Cancer
Closed;pub.1030453571;2015;pblshr.1007437;IOS Press;jour.1038735;Journal of Pediatric Infectious Diseases
Closed;pub.1030469126;2015;pblshr.1000078;Elsevier;jour.1039601;Brain Stimulation
Closed;pub.1030493974;2016;pblshr.1000078;Elsevier;jour.1345398;Clinical Neurophysiology
Grün;pub.1030499636;2016;pblshr.1000276;Wolters Kluwer;jour.1105660;Clinical Pulmonary Medicine
Grün;pub.1030513847;2015;pblshr.1000010;American Medical Association (AMA);jour.1017255;JAMA Neurology
Unbekannt;pub.1030562819;2016;;;jour.1036964;GMS Journal for Medical Education
Grün;pub.1030609453;2015;pblshr.1000286;Oxford University Press (OUP);jour.1091325;European Heart Journal
Gold;pub.1030674170;2016;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Closed;pub.1030698892;2016;pblshr.1000311;Wiley;jour.1096585;Movement Disorders
Closed;pub.1030799310;2015;pblshr.1000297;Springer Nature;jour.1094289;Journal of Molecular Neuroscience
Grün;pub.1030985307;2016;pblshr.1000234;American Society of Hematology;jour.1085025;Blood
Closed;pub.1030997754;2015;pblshr.1000311;Wiley;jour.1358156;International Journal of Cancer
Grün;pub.1031082449;2016;pblshr.1000078;Elsevier;jour.1014535;The American Journal of Medicine
Hybrid;pub.1031096577;2016;pblshr.1000286;Oxford University Press (OUP);jour.1091325;European Heart Journal
Closed;pub.1031114190;2016;pblshr.1000311;Wiley;jour.1038407;Developmental Neurobiology
Closed;pub.1031207318;2016;pblshr.1000297;Springer Nature;jour.1371289;European Surgery
Closed;pub.1031311430;2018;pblshr.1000297;Springer Nature;jour.1043149;Clinical Neuroradiology
Gold;pub.1031335179;2016;pblshr.1001965;Frontiers;jour.1044459;Frontiers in Physiology
Grün;pub.1031436341;2015;pblshr.1000311;Wiley;jour.1022588;ChemBioChem
Closed;pub.1031459867;2017;pblshr.1000297;Springer Nature;jour.1098844;Molecular Neurobiology
Closed;pub.1031467679;2016;pblshr.1000078;Elsevier;jour.1047173;Revista Española de Cardiología (English Edition)
Gold;pub.1031500679;2015;pblshr.1000078;Elsevier;jour.1046010;Cell Reports
Gold;pub.1031504703;2016;pblshr.1001965;Frontiers;jour.1045166;Frontiers in Immunology
Closed;pub.1031516078;2015;pblshr.1000297;Springer Nature;jour.1102786;European Child & Adolescent Psychiatry
Bronze;pub.1031572226;2016;pblshr.1000078;Elsevier;jour.1100229;European Journal of Internal Medicine
Grün;pub.1031578011;2015;pblshr.1000311;Wiley;jour.1114579;Chemistry - A European Journal
Gold;pub.1031595696;2015;pblshr.1000098;Hindawi;jour.1047896;BioMed Research International
Closed;pub.1031659079;2015;pblshr.1000078;Elsevier;jour.1093586;Neurologic Clinics
Gold;pub.1031736303;2016;pblshr.1000078;Elsevier;jour.1046010;Cell Reports
Closed;pub.1031798036;2016;pblshr.1000297;Springer Nature;jour.1087582;Archives of Orthopaedic and Trauma Surgery
Grün;pub.1031803934;2016;pblshr.1000078;Elsevier;jour.1117828;Molecular Cell
Gold;pub.1031823067;2015;pblshr.1007892;Impact Journals, LLC;jour.1043645;Oncotarget
Closed;pub.1031855599;2015;pblshr.1000221;American Association for the Advancement of Science (AAAS);jour.1041454;Science Translational Medicine
Gold;pub.1031955842;2016;pblshr.1000098;Hindawi;jour.1043126;Journal of Nutrition and Metabolism
Closed;pub.1031964309;2015;pblshr.1000239;BMJ;jour.1077125;Gut
Gold;pub.1031975792;2016;pblshr.1000297;Springer Nature;jour.1024957;BMC Musculoskeletal Disorders
Closed;pub.1031980440;2016;pblshr.1000297;Springer Nature;jour.1054450;Strahlentherapie und Onkologie
Gold;pub.1032034778;2015;pblshr.1000297;Springer Nature;jour.1117766;Critical Care
Closed;pub.1032051033;2017;pblshr.1000179;SAGE Publications;jour.1008039;Laboratory Animals
Closed;pub.1032075527;2016;pblshr.1000297;Springer Nature;jour.1098844;Molecular Neurobiology
Closed;pub.1032139788;2016;pblshr.1000297;Springer Nature;jour.1085982;Human Genetics
Closed;pub.1032188880;2016;pblshr.1000078;Elsevier;jour.1017832;Journal of Surgical Research
Closed;pub.1032213694;2016;pblshr.1000078;Elsevier;jour.1116946;Trends in Cognitive Sciences
Closed;pub.1032300787;2017;pblshr.1000311;Wiley;jour.1103093;Journal of the European Academy of Dermatology and Venereology
Gold;pub.1032430079;2015;pblshr.1007892;Impact Journals, LLC;jour.1043645;Oncotarget
Gold;pub.1032498948;2016;pblshr.1000078;Elsevier;jour.1046010;Cell Reports
Gold;pub.1032532165;2015;pblshr.1000297;Springer Nature;jour.1034001;Journal of Neuroinflammation
Closed;pub.1032564178;2016;pblshr.1000127;Karger Publishers;jour.1009590;Digestion
Grün;pub.1032565203;2016;pblshr.1000078;Elsevier;jour.1009788;Journal of Electrocardiology
Closed;pub.1032628738;2015;pblshr.1000078;Elsevier;jour.1294974;European Journal of Cancer
Closed;pub.1032722370;2016;pblshr.1000086;FASEB;jour.1017429;The FASEB Journal
Closed;pub.1032750936;2017;pblshr.1000276;Wolters Kluwer;jour.1094257;Retina
Gold;pub.1032785693;2016;pblshr.1000098;Hindawi;jour.1044395;International Journal of Nephrology
Gold;pub.1032844871;2016;pblshr.1001965;Frontiers;jour.1043096;Frontiers in Aging Neuroscience
Closed;pub.1032903118;2015;pblshr.1000311;Wiley;jour.1017409;Clinical Pharmacology & Therapeutics
Gold;pub.1032938889;2015;pblshr.1000297;Springer Nature;jour.1024257;BMC Neuroscience
Hybrid;pub.1032969456;2016;pblshr.1000297;Springer Nature;jour.1019755;Immunogenetics
Hybrid;pub.1033030050;2017;pblshr.1000297;Springer Nature;jour.1115540;Molecular Psychiatry
Gold;pub.1033043648;2015;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Gold;pub.1033049339;2015;pblshr.1000297;Springer Nature;jour.1032046;Cell Communication and Signaling
Grün;pub.1033063629;2016;pblshr.1000311;Wiley;jour.1105433;Human Brain Mapping
Closed;pub.1033100520;2015;pblshr.1000078;Elsevier;jour.1345398;Clinical Neurophysiology
Gold;pub.1033129512;2015;pblshr.1000297;Springer Nature;jour.1023790;BMC Genomics
Closed;pub.1033213102;2016;pblshr.1000311;Wiley;jour.1034749;American Journal of Medical Genetics Part A
Closed;pub.1033255859;2016;pblshr.1000374;De Gruyter;jour.1042651;Scandinavian Journal of Pain
Closed;pub.1033316006;2015;pblshr.1000078;Elsevier;jour.1017752;Journal of the Neurological Sciences
Hybrid;pub.1033353038;2016;pblshr.1000297;Springer Nature;jour.1032465;Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz
Closed;pub.1033363358;2015;pblshr.1000297;Springer Nature;jour.1036166;Nature Reviews Neurology
Closed;pub.1033418796;2016;pblshr.1000311;Wiley;jour.1103045;Human Mutation
Gold;pub.1033480842;2015;pblshr.1000297;Springer Nature;jour.1297499;Arthritis Research & Therapy
Bronze;pub.1033555314;2016;pblshr.1000078;Elsevier;jour.1093746;Journal of the American College of Cardiology
Closed;pub.1033625935;2016;pblshr.1000078;Elsevier;jour.1034467;Alzheimer's & Dementia
Grün;pub.1033682552;2016;pblshr.1000341;Proceedings of the National Academy of Sciences;jour.1082971;Proceedings of the National Academy of Sciences
Hybrid;pub.1033729194;2017;pblshr.1000239;BMJ;jour.1077125;Gut
Closed;pub.1033751633;2015;pblshr.1000311;Wiley;jour.1002127;Israel Journal of Chemistry
Gold;pub.1033761740;2016;pblshr.1001965;Frontiers;jour.1045144;Frontiers in Genetics
Grün;pub.1033777572;2015;pblshr.1000297;Springer Nature;jour.1295033;Nature Structural & Molecular Biology
Gold;pub.1033804026;2016;pblshr.1000340;Public Library of Science (PLoS);jour.1034974;PLoS Genetics
Gold;pub.1033911504;2016;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Closed;pub.1033932784;2016;pblshr.1000297;Springer Nature;jour.1289120;European Radiology
Closed;pub.1033935278;2016;pblshr.1000311;Wiley;jour.1077197;Journal of Neurochemistry
Grün;pub.1033975763;2016;pblshr.1000311;Wiley;jour.1021044;European Journal of Heart Failure
Hybrid;pub.1034067756;2015;pblshr.1002249;Spandidos Publications;jour.1103726;International Journal of Oncology
Grün;pub.1034092035;2016;pblshr.1000278;Mary Ann Liebert;jour.1021165;Antioxidants & Redox Signaling
Closed;pub.1034205562;2016;pblshr.1000179;SAGE Publications;jour.1114286;Multiple Sclerosis Journal
Closed;pub.1034358073;2017;pblshr.1000078;Elsevier;jour.1091310;Cell Calcium
Closed;pub.1034413796;2015;pblshr.1000311;Wiley;jour.1103093;Journal of the European Academy of Dermatology and Venereology
Gold;pub.1034430285;2015;pblshr.1001965;Frontiers;jour.1044459;Frontiers in Physiology
Grün;pub.1034430712;2015;pblshr.1000079;EMBO;jour.1093201;The EMBO Journal
Hybrid;pub.1034486000;2015;pblshr.1000078;Elsevier;jour.1015319;Kidney International
Closed;pub.1034489509;2015;pblshr.1000297;Springer Nature;jour.1118355;Somnologie
Bronze;pub.1034506002;2016;pblshr.1000194;Thieme;jour.1012223;Endoscopy
Grün;pub.1034621535;2015;pblshr.1000297;Springer Nature;jour.1319730;European Journal of Applied Physiology
Grün;pub.1034666783;2015;pblshr.1000341;Proceedings of the National Academy of Sciences;jour.1082971;Proceedings of the National Academy of Sciences
Closed;pub.1034693828;2016;pblshr.1000311;Wiley;jour.1077197;Journal of Neurochemistry
Grün;pub.1034698904;2016;pblshr.1000297;Springer Nature;jour.1018957;Nature
Grün;pub.1034722983;2015;pblshr.1000286;Oxford University Press (OUP);jour.1102504;Human Molecular Genetics
Closed;pub.1034723116;2015;pblshr.1000078;Elsevier;jour.1313661;International Journal of Cardiology
Closed;pub.1034726992;2015;pblshr.1000078;Elsevier;jour.1003036;Neuropsychologia
Closed;pub.1034763034;2016;pblshr.1000297;Springer Nature;jour.1005222;Pflügers Archiv - European Journal of Physiology
Gold;pub.1034829016;2016;pblshr.1000297;Springer Nature;jour.1024950;BMC Neurology
Grün;pub.1034835791;2016;pblshr.1000286;Oxford University Press (OUP);jour.1016325;Nephrology,Dialysis and Transplantation
Hybrid;pub.1034898726;2016;pblshr.1000297;Springer Nature;jour.1019073;Acta Neuropathologica
Gold;pub.1034947114;2015;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Closed;pub.1035043626;2016;pblshr.1000297;Springer Nature;jour.1019073;Acta Neuropathologica
Bronze;pub.1035126687;2016;pblshr.1000078;Elsevier;jour.1327373;Biochimica et Biophysica Acta (BBA) - Lipids and Lipid Metabolism
Hybrid;pub.1035127794;2016;pblshr.1000078;Elsevier;jour.1021970;Sleep Medicine
Bronze;pub.1035227135;2015;pblshr.1000078;Elsevier;jour.1018313;Physiotherapy
Closed;pub.1035263788;2016;pblshr.1000078;Elsevier;jour.1345398;Clinical Neurophysiology
Grün;pub.1035292197;2016;pblshr.1000278;Mary Ann Liebert;jour.1041590;Biopreservation and Biobanking
Closed;pub.1035302909;2015;pblshr.1000297;Springer Nature;jour.1004729;European Archives of Psychiatry and Clinical Neuroscience
Closed;pub.1035318059;2016;pblshr.1000311;Wiley;jour.1034749;American Journal of Medical Genetics Part A
Grün;pub.1035393012;2015;pblshr.1000078;Elsevier;jour.1114563;Parkinsonism & Related Disorders
Closed;pub.1035441287;2016;pblshr.1000078;Elsevier;jour.1345187;Fungal Biology
Gold;pub.1035483905;2016;pblshr.1001968;MDPI;jour.1028874;International Journal of Molecular Sciences
Closed;pub.1035487313;2016;pblshr.1000078;Elsevier;jour.1294974;European Journal of Cancer
Closed;pub.1035509237;2016;pblshr.1000239;BMJ;jour.1284272;Journal of NeuroInterventional Surgery
Gold;pub.1035534998;2016;pblshr.1000297;Springer Nature;jour.1024943;BMC Geriatrics
Gold;pub.1035549706;2016;pblshr.1000286;Oxford University Press (OUP);jour.1018982;Nucleic Acids Research
Closed;pub.1035584025;2015;pblshr.1000078;Elsevier;jour.1114435;Journal of Immunological Methods
Gold;pub.1035595757;2017;pblshr.1000297;Springer Nature;jour.1024950;BMC Neurology
Gold;pub.1035603210;2016;pblshr.1000301;Taylor & Francis;jour.1035692;Therapeutics and Clinical Risk Management
Closed;pub.1035637657;2015;pblshr.1000297;Springer Nature;jour.1113716;Nature Medicine
Grün;pub.1035637860;2017;pblshr.1000179;SAGE Publications;jour.1097067;Palliative Medicine
Gold;pub.1035650806;2016;pblshr.1000297;Springer Nature;jour.1042939;Cell Death & Disease
Hybrid;pub.1035666573;2016;pblshr.1000078;Elsevier;jour.1005861;Respiratory Physiology & Neurobiology
Grün;pub.1035674240;2015;pblshr.1000311;Wiley;jour.1102404;Pharmacoepidemiology and Drug Safety
Gold;pub.1035714015;2015;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Closed;pub.1035730348;2015;pblshr.1000078;Elsevier;jour.1113451;Journal of Cardiac Failure
Closed;pub.1035784620;2016;pblshr.1000311;Wiley;jour.1105433;Human Brain Mapping
Gold;pub.1035805521;2015;pblshr.1007892;Impact Journals, LLC;jour.1043645;Oncotarget
Grün;pub.1035833015;2015;pblshr.1000297;Springer Nature;jour.1051900;Allergo Journal International
Grün;pub.1035876938;2016;pblshr.1000179;SAGE Publications;jour.1114286;Multiple Sclerosis Journal
Gold;pub.1035911021;2016;pblshr.1000297;Springer Nature;jour.1045337;Scientific Reports
Grün;pub.1035944632;2016;pblshr.1000301;Taylor & Francis;jour.1034704;RNA Biology
Closed;pub.1036041561;2015;pblshr.1000311;Wiley;jour.1098253;Synapse
Gold;pub.1036075754;2016;pblshr.1000297;Springer Nature;jour.1028434;BMC Oral Health
Gold;pub.1036084936;2016;pblshr.1001965;Frontiers;jour.1045166;Frontiers in Immunology
Closed;pub.1036159310;2016;pblshr.1000297;Springer Nature;jour.1312300;Journal of Orofacial Orthopedics / Fortschritte der Kieferorthopädie
Gold;pub.1036169160;2015;pblshr.1007892;Impact Journals, LLC;jour.1043645;Oncotarget
Closed;pub.1036198630;2017;pblshr.1000311;Wiley;jour.1103045;Human Mutation
Bronze;pub.1036202366;2015;pblshr.1001164;The Angle Orthodontist (EH Angle Education & Research Foundation);jour.1017048;The Angle Orthodontist
Closed;pub.1036240202;2016;pblshr.1000311;Wiley;jour.1077197;Journal of Neurochemistry
Closed;pub.1036365054;2015;pblshr.1000311;Wiley;jour.1077197;Journal of Neurochemistry
Closed;pub.1036475274;2016;pblshr.1000311;Wiley;jour.1021044;European Journal of Heart Failure
Gold;pub.1036476806;2017;pblshr.1000098;Hindawi;jour.1102513;Mediators of Inflammation
Grün;pub.1036638434;2015;pblshr.1000311;Wiley;jour.1017044;Angewandte Chemie International Edition
Gold;pub.1036662890;2015;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Closed;pub.1036780988;2016;pblshr.1000297;Springer Nature;jour.1097065;Leukemia
Closed;pub.1036788365;2015;pblshr.1000286;Oxford University Press (OUP);jour.1020804;EP Europace
Grün;pub.1036799824;2018;pblshr.1000297;Springer Nature;jour.1098844;Molecular Neurobiology
Gold;pub.1036807542;2015;pblshr.1000098;Hindawi;jour.1297388;Journal of Diabetes Research
Closed;pub.1036852710;2016;pblshr.1000078;Elsevier;jour.1092659;Journal of Neuroimmunology
Hybrid;pub.1036904724;2017;pblshr.1000311;Wiley;jour.1044313;Research Synthesis Methods
Gold;pub.1036927585;2015;pblshr.1000297;Springer Nature;jour.1117766;Critical Care
Closed;pub.1036929042;2016;pblshr.1000311;Wiley;jour.1294997;JDDG Journal der Deutschen Dermatologischen Gesellschaft
Gold;pub.1036954509;2015;pblshr.1000297;Springer Nature;jour.1043282;Nature Communications
Gold;pub.1036966984;2016;pblshr.1000081;European Respiratory Society (ERS);jour.1052749;ERJ Open Research
Closed;pub.1037055537;2017;pblshr.1000078;Elsevier;jour.1089662;NeuroToxicology
Gold;pub.1037387062;2016;pblshr.1001965;Frontiers;jour.1327448;Frontiers in Neuroscience
Grün;pub.1037520213;2017;pblshr.1000301;Taylor & Francis;jour.1101868;The Journal of Sex Research
Closed;pub.1037542741;2016;pblshr.1000311;Wiley;jour.1103313;Experimental Dermatology
Closed;pub.1037554893;2015;pblshr.1000297;Springer Nature;jour.1112351;Allergo Journal
Closed;pub.1037578046;2016;pblshr.1000150;Massachusetts Medical Society;jour.1014075;New England Journal of Medicine
Grün;pub.1037580215;2015;pblshr.1000078;Elsevier;jour.1017616;Gastroenterology
Gold;pub.1037610329;2015;pblshr.1000340;Public Library of Science (PLoS);jour.1327433;PLoS Computational Biology
Bronze;pub.1037610636;2015;pblshr.1001086;American Association for Cancer Research (AACR);jour.1113735;Clinical Cancer Research
Closed;pub.1037679342;2016;pblshr.1000179;SAGE Publications;jour.1111874;Assessment
Grün;pub.1037730067;2016;pblshr.1000079;EMBO;jour.1093201;The EMBO Journal
Closed;pub.1037805624;2017;pblshr.1000078;Elsevier;jour.1018313;Physiotherapy
Gold;pub.1037861011;2015;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Gold;pub.1037962987;2016;pblshr.1000297;Springer Nature;jour.1045337;Scientific Reports
Gold;pub.1038164995;2015;pblshr.1001965;Frontiers;jour.1044455;Frontiers in Pharmacology
Gold;pub.1038342765;2015;pblshr.1000175;The Royal Society;jour.1046605;Open Biology
Closed;pub.1038358069;2016;pblshr.1000078;Elsevier;jour.1117575;Brain Research
Closed;pub.1038373287;2016;pblshr.1000078;Elsevier;jour.1103053;NeuroImage
Closed;pub.1038638938;2015;pblshr.1000078;Elsevier;jour.1115742;Musculoskeletal Science and Practice
Gold;pub.1038653240;2015;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Closed;pub.1038657483;2015;pblshr.1000311;Wiley;jour.1294997;JDDG Journal der Deutschen Dermatologischen Gesellschaft
